,,,,,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
54,CYM,Cayman Islands,AG.LND.ARBL.ZS,Arable land (% of land area),3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615,3.84615
55,CAF,Central African Republic,AG.LND.ARBL.ZS,Arable land (% of land area),2.69663,2.71268,2.72873,2.74478,2.76084,2.77689,2.79294,2.80899,2.82504,2.84109,2.85714,2.87319,2.88925,2.90530,2.92135,2.93740,2.95345,2.96950,2.98555,3.00161,3.00161,3.01766,3.03371,3.04976,3.04976,3.08186,3.08186,3.08186,3.08186,3.08186,3.08186,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.09791,3.06581,3.09791,3.09791,3.06581,3.08989
56,TCD,Chad,AG.LND.ARBL.ZS,Arable land (% of land area),2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.29921,2.30714,2.31581,2.38008,2.45791,2.45791,2.49603,2.49365,2.49126,2.48968,2.48729,2.48571,2.48332,2.48571,2.52541,2.52541,2.54368,2.55956,2.59927,2.63818,2.65407,2.67630,2.69219,2.71601,2.75572,2.77954,2.79543,2.79543,2.79543,2.85896,2.85896,3.01779,3.01779,3.33545,3.41487,3.41487
57,CHI,Channel Islands,AG.LND.ARBL.ZS,Arable land (% of land area),21.0526,21.0526,21.0526,21.0526,21.0526,21.0526,21.0526,21.0526,21.5790,21.5790,21.5790,21.5790,21.0526,21.0526,21.0526,21.0526,21.0526,20.5263,20.5263,20.5263,20.5263,20.5263,20,20,20,20,20,19.4737,19.4737,19.4737,19.4737,19.4737,18.9474,18.9474,18.9474,18.9474,18.4211,19.4737,20.5263,20.5263,19.4737,18.9474,18.9474,19.4737,20,18.9474,17.8947
58,CHL,Chile,AG.LND.ARBL.ZS,Arable land (% of land area),4.89379,4.92068,4.94757,4.97446,5.00135,5.02823,5.05512,5.08201,5.10890,5.24603,5.31326,5.38048,5.51492,5.58215,5.58215,5.64399,5.50551,5.36703,5.22856,5.15730,5.01882,4.81312,4.74321,4.67196,4.63028,4.50928,4.13552,4.11267,4.12745,3.76714,3.60984,3.28045,3.09761,3.05996,2.85023,2.66873,2.66470,2.66066,2.42001,2.35278,2.35278,2.21834,2.01667,2.01667,1.94945,1.81500,1.73972
59,CHN,China,AG.LND.ARBL.ZS,Arable land (% of land area),11.0852,11.0534,11.0323,11.0111,10.9846,10.9356,10.8834,10.8312,10.7813,10.7288,10.6829,10.6331,10.5824,10.6426,10.4848,10.4712,10.4564,10.4242,10.4262,10.3956,10.4608,10.4823,11.9300,12.0048,12.9580,12.9575,13.0420,13.1057,13.2230,13.2648,13.2638,13.2735,13.2837,13.2941,13.3049,13.3153,13.3144,13.5813,14.3313,14.2773,14.1698,14.0088,14.0085,14.1138,14.5418,14.8630,15.0769
60,COL,Colombia,AG.LND.ARBL.ZS,Arable land (% of land area),3.18342,3.18342,3.19964,3.19964,3.20865,3.21767,3.21767,3.21767,3.21947,3.21947,3.22037,3.23389,3.24831,3.26183,3.27625,3.28977,3.30419,3.31771,3.33213,3.34565,3.36007,3.37359,3.38801,3.40153,3.41595,3.42947,3.44660,3.27986,3.12934,2.97882,2.73817,2.76701,2.63452,2.55250,2.16224,2.19288,2.28842,2.29923,2.28571,2.53988,2.19378,1.99279,2.04056,1.99730,1.82605,1.71699,1.80081
61,COM,Comoros,AG.LND.ARBL.ZS,Arable land (% of land area),34.9275,34.9275,37.6142,37.6142,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.3009,40.8383,41.3756,41.3756,41.3756,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,41.9130,42.9876,42.9876,42.9876,42.9876,42.9876,43.0108,43.0108,43.0108
62,ZAR,Congo Dem. Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),2.82305,2.82305,2.82305,2.81423,2.80541,2.80541,2.80982,2.82305,2.83187,2.84070,2.85393,2.86716,2.87598,2.88922,2.88701,2.90686,2.91568,2.92009,2.91127,2.92009,2.93333,2.92892,2.93333,2.94215,2.95538,2.96421,2.95538,2.95538,2.95538,2.94215,2.94656,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538,2.95538
63,COG,Congo Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),1.52269,1.52269,1.52269,1.51684,1.51684,1.51684,1.51684,1.51684,1.51977,1.52269,1.52269,1.52269,1.53441,1.54026,1.54319,1.55491,1.54612,1.41435,1.42021,1.42899,1.43778,1.51098,1.52269,1.52855,1.54612,1.53734,1.45827,1.46413,1.46999,1.40264,1.40849,1.40556,1.42021,1.38507,1.39092,1.39678,1.43485,1.43778,1.44949,1.43485,1.43485,1.44949,1.44949,1.44949,1.44949,1.44949,1.44949
64,CRI,Costa Rica,AG.LND.ARBL.ZS,Arable land (% of land area),5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.58167,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.54250,5.58167,5.58167,5.58167,5.48375,5.09205,5.09205,5.09205,4.89620,4.50451,4.50451,4.30866,4.11281,4.11281,4.11281,4.30866,4.11281,4.11281,3.91696,4.11281,4.11281,3.91696,3.91696,3.91696
65,CIV,Cote d'Ivoire,AG.LND.ARBL.ZS,Arable land (% of land area),5.28302,5.28302,5.28302,5.28302,5.28302,5.28302,5.34591,5.34591,5.34591,5.34591,5.34591,5.37736,5.47170,5.58176,5.70755,5.78616,5.91195,6.00629,6.05346,6.14780,6.19497,6.25786,6.39623,7.23585,7.48428,7.48428,7.54717,7.61006,7.61006,7.64151,7.70440,8.17610,9.12579,9.43396,9.43396,9.43396,9.11950,9.11950,8.80503,8.80503,8.80503,8.80503,8.49057,8.80503,8.80503,8.80503,8.80503
66,HRV,Croatia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6738,18.9914,19.7425,19.9750,17.6323,17.5787,19.4743,19.0987,19.6888,20.0465,20.1359,16.0622,16.1392,15.8530,16.2422,15.8041
67,CUB,Cuba,AG.LND.ARBL.ZS,Arable land (% of land area),13.2034,13.7042,14.4965,16.0444,14.7514,14.1231,15.4161,17.7290,17.6926,21.0344,20.7339,23.7662,25.3506,24.0029,26.1337,27.5633,27.5997,27.6452,27.1262,27.1353,27.3174,27.7727,28.2280,28.2918,28.8472,29.5939,30.3224,30.7776,30.9689,30.8778,31.2785,32.5533,33.0541,33.5640,33.5458,31.7338,33.0359,32.5442,32.8720,31.9068,32.3165,34.5839,34.1650,33.7461,33.4365,33.0905,32.5351
68,CYP,Cyprus,AG.LND.ARBL.ZS,Arable land (% of land area),10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,10.8225,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.1472,11.2554,11.2554,11.4719,11.5801,11.6883,11.7965,10.9307,10.7143,10.7143,10.6061,10.9307,10.9307,10.6061,10.6061,10.8225,12.4459,12.2294,13.3117,12.4459,12.4459
69,CZE,Czech Republic,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0638,40.7661,40.6756,40.0932,40.0026,40.1320,40.0673,39.8861,39.8085,39.7179,39.6273,39.5418,39.4383,39.3528,39.2492
70,DNK,Denmark,AG.LND.ARBL.ZS,Arable land (% of land area),66.2497,65.4473,64.7628,64.3380,63.5591,63.3939,63.3703,63.5827,63.2051,62.8039,62.4735,62.5679,62.6151,62.3318,62.5443,62.7095,62.2374,62.3790,62.3407,62.2699,62.2228,62.0576,61.1845,61.6329,61.3733,61.2081,60.8162,60.3916,60.0378,60.4152,60.1085,59.8397,59.6983,55.7389,54.6547,54.7254,55.7389,55.7624,54.0655,53.7591,54.0184,53.6413,53.4056,53.4763,54.9611,55.3146,54.3483
71,DJI,Djibouti,AG.LND.ARBL.ZS,Arable land (% of land area),0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0431406,0.0560828,0.0560828
72,DMA,Dominica,AG.LND.ARBL.ZS,Arable land (% of land area),9.33333,10.6667,10.6667,10.6667,10.6667,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,9.33333,8,8,8,8,8,8,6.66667,6.66667,6.66667,5.33333,5.33333,5.33333,5.33333,4,4,4,4,5.33333,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667
73,DOM,Dominican Republic,AG.LND.ARBL.ZS,Arable land (% of land area),14.9007,15.1076,15.3146,15.5215,15.7285,15.9354,16.1424,16.1424,16.8667,16.9702,17.0944,17.5911,17.9015,18.3154,18.9363,19.8676,20.4884,21.0058,21.5232,22.1440,22.2475,22.2475,22.2475,22.2475,22.2475,22.2475,20.5091,20.5091,20.5919,18.6258,18.6258,18.6258,18.6258,18.6258,18.6258,18.6258,17.7980,17.7980,17.0737,16.9288,16.9288,16.9288,16.9702,16.9702,16.9702,16.9702,16.9702
74,ECU,Ecuador,AG.LND.ARBL.ZS,Arable land (% of land area),6.15879,6.15879,6.17685,6.17685,6.19491,6.19491,6.21298,6.19491,6.21298,6.23104,6.24910,6.26716,6.28522,6.33218,6.21298,6.06849,5.96012,5.81563,5.70727,5.57000,5.77951,5.60613,5.63502,5.68921,5.74339,5.79757,5.83731,5.86982,5.71810,5.79396,5.93845,5.89871,5.66753,5.85537,5.68560,5.80480,5.81202,5.78674,5.81563,5.83731,5.41829,4.91259,4.69224,4.61277,4.68141,4.45384,4.31657
75,EGY,Egypt Arab Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),2.51042,2.44412,2.42403,2.43307,2.59380,2.69526,2.70631,2.69928,2.73746,2.73746,2.74750,2.73746,2.73545,2.71937,2.70330,2.60787,2.51042,2.40595,2.31453,2.29645,2.31755,2.31554,2.31855,2.32056,2.31554,2.32860,2.29846,2.32056,2.30649,2.29444,2.27736,2.53051,2.86001,2.85901,2.82988,2.83289,2.84695,2.84695,3.00769,2.81380,2.87408,2.94942,2.91928,2.97855,3.01673,3.02677,3.03180
76,SLV,El Salvador,AG.LND.ARBL.ZS,Arable land (% of land area),23.4053,23.4053,23.4053,23.2614,23.0216,22.5420,22.0624,21.9664,21.8225,21.5827,23.4053,23.4053,23.4053,23.4053,23.4053,22.9247,22.9247,24.8552,27.0270,26.9305,24.9035,23.1178,22.6834,23.1660,24.1313,25.0965,25.0965,26.0618,26.0618,26.5444,27.2683,28.3784,28.2819,28.1853,28.0888,27.2683,27.2683,28.9575,30.4537,31.3707,33.7838,31.8533,36.0039,36.6313,37.1139,32.4807,32.9151
77,GNQ,Equatorial Guinea,AG.LND.ARBL.ZS,Arable land (% of land area),3.92157,4.09982,4.27808,4.31373,4.31373,4.45633,4.45633,4.45633,4.45633,4.45633,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458,4.63458
78,ERI,Eritrea,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93069,4.32673,4.33663,3.65347,3.87129,4.93069,4.93069,5.54455,5.56436,5.56436,5.91089,5.92079,6.13861,6.43564,6.33663
79,EST,Estonia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3034,25.1474,22.3874,20.6181,20.8540,20.9483,20.9248,20.2642,19.8868,15.9708,14.4610,12.8568,12.2199,13.9420,13.1635,14.1071
80,ETH,Ethiopia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9.93200,9.94000,9.92700,9.90000,9.95000,10,10,10.7120,9.93600,10.9280,12.3640,12.9230,13.3960,14.0380
81,FRO,Faeroe Islands,AG.LND.ARBL.ZS,Arable land (% of land area),2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286,2.14286
82,FJI,Fiji,AG.LND.ARBL.ZS,Arable land (% of land area),4.87137,4.87137,4.70717,4.70717,4.43350,4.43350,4.32403,3.66721,3.66721,3.66721,3.66721,3.83142,3.83142,3.83142,4.10509,4.37876,4.65244,4.92611,4.92611,4.92611,5.19978,5.47345,5.74713,6.02080,6.56814,6.56814,7.11549,7.66284,8.21018,8.75753,9.35961,9.85222,9.85222,9.85222,9.85222,9.85222,9.85222,9.30487,9.30487,9.30487,9.30487,9.30487,9.30487,9.30487,9.30487,9.30487,9.30487
83,FIN,Finland,AG.LND.ARBL.ZS,Arable land (% of land area),8.77902,8.77902,8.77902,8.77902,8.77902,8.77902,8.77902,8.69694,8.53278,8.44742,8.36863,8.30296,8.20119,8.13553,8.04688,8.03703,7.97137,7.87288,7.80722,7.77767,7.72514,7.63321,7.59053,7.52159,7.45921,7.40996,7.51174,7.37056,7.40996,7.44936,7.53800,7.48547,7.45921,7.53800,7.01927,6.95361,7.06852,7.20313,7.13090,7.16701,7.18343,7.22282,7.25566,7.27864,7.33117,7.42166,7.40899
84,FRA,France,AG.LND.ARBL.ZS,Arable land (% of land area),35.7989,35.6602,35.5232,34.8349,34.3199,33.7119,33.0053,32.0978,32.0722,31.8020,31.1428,31.0899,31.2159,31.5482,31.6486,31.2798,31.5245,31.6851,31.7728,31.9024,32.0010,32.2293,32.2621,32.5178,32.7259,32.8629,33.1714,32.5251,32.6985,32.8647,32.9176,32.9505,33.3321,33.4435,33.4325,33.3924,33.4508,33.4965,33.5275,33.6699,33.6827,33.6863,33.7046,33.7083,33.8111,33.7472,33.6578
85,PYF,French Polynesia,AG.LND.ARBL.ZS,Arable land (% of land area),0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.546448,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672,0.819672
86,GAB,Gabon,AG.LND.ARBL.ZS,Arable land (% of land area),0.349284,0.388093,0.426903,0.465712,0.504521,0.543331,0.582140,0.620949,0.659759,0.698568,0.737377,0.776187,0.814996,0.853805,0.900376,1.00128,1.05950,1.11383,1.11771,1.12547,1.12547,1.12547,1.12547,1.12547,1.12547,1.12547,1.12547,1.12547,1.12547,1.14488,1.14488,1.14488,1.14488,1.14488,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130,1.26130
87,GMB,Gambia The,AG.LND.ARBL.ZS,Arable land (% of land area),11.8000,11.9000,12,12.1000,12.2000,12.3000,12.5000,12.5000,12.7000,12.6000,12.9000,13.4000,13.9000,16.6000,16,15.9000,16.6000,17.3000,16.2000,15.5000,17.7000,19.8000,17.9000,16.5000,16.5000,17.2000,17.9000,19.4000,17.6000,18.2000,19.1000,15.7000,15.6000,17.5000,18,18.5000,20.5000,22,24.5000,28.5000,32,30,31,33.5000,33,34.5000,34.8000
88,GEO,Georgia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4405,11.4405,11.4405,11.0951,11.2390,11.2966,11.3973,11.3685,11.4117,11.4405,11.4981,11.5412,6.79234,6.69161,6.64844,6.66283
89,DEU,Germany,AG.LND.ARBL.ZS,Arable land (% of land area),35.0374,34.9371,34.8797,34.8683,34.8453,34.8511,34.5471,34.4984,34.4095,34.2690,34.3063,34.4181,34.3780,34.4640,34.5242,34.6561,34.6102,34.6532,34.5701,34.4927,34.4181,34.3350,34.3120,34.2690,34.2833,34.2919,34.2489,34.2575,34.2604,34.3235,33.1422,32.8784,33.4777,33.8475,33.9335,33.9335,33.9249,34.0597,33.8963,33.8447,33.8705,33.8074,33.9106,34.1142,34.1314,34.0224,34.0540
90,GHA,Ghana,AG.LND.ARBL.ZS,Arable land (% of land area),7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.47121,7.91070,7.91070,7.91070,8.35018,8.35018,8.35018,8.35018,9.22915,9.22915,10.1081,10.5476,10.5476,10.9871,11.4266,11.4266,11.8661,12.3055,12.3055,12.3055,12.3055,13.1845,14.0635,15.8214,16.7004,16.9201,17.3596,17.8430,18.3748,18.3924,17.5793,17.5793,18.0188,18.0188
91,GRC,Greece,AG.LND.ARBL.ZS,Arable land (% of land area),21.6757,22.2110,23.7161,23.2816,23.2040,23.2351,23.4290,23.6850,23.4057,23.3514,23.2040,23.1575,22.9403,22.8704,22.5601,22.4050,22.2498,22.6765,22.7230,22.5213,22.6920,22.7153,22.4981,22.6687,22.4205,22.3351,22.2653,22.2110,22.4438,22.4903,22.2421,22.2188,22.0248,22.0016,21.8852,21.7998,21.6369,21.5981,21.4275,21.2646,21.1016,21.0784,20.6982,20.3957,20.1862,19.9767,19.7673
92,GRL,Greenland,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,GRD,Grenada,AG.LND.ARBL.ZS,Arable land (% of land area),14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,14.7059,11.7647,11.7647,11.7647,11.7647,11.7647,11.7647,8.82353,8.82353,8.82353,8.82353,8.82353,8.82353,8.82353,8.82353,8.82353,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,2.94118,2.94118,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235,5.88235
94,GUM,Guam,AG.LND.ARBL.ZS,Arable land (% of land area),3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,3.70370,1.85185
95,GTM,Guatemala,AG.LND.ARBL.ZS,Arable land (% of land area),10.2650,10.2650,10.2650,10.2650,10.2650,10.2650,10.3583,10.3583,10.2650,10.2650,10.2650,10.4517,10.7316,10.9183,10.9183,11.1982,11.6648,11.6648,11.6555,11.8514,11.8981,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.1314,12.3554,12.6353,12.6446,12.7006,12.7846,12.8779,12.9713,13.0179,13.1112,13.2979,18.0851,14.9309,13.0646,14.0538,14.7070
96,GIN,Guinea,AG.LND.ARBL.ZS,Arable land (% of land area),2.68598,2.72668,2.72668,2.72668,2.72668,2.72668,2.76738,2.76738,2.76738,2.76738,2.76738,2.80807,2.80807,2.80807,2.80807,2.80807,2.84877,2.84877,2.84877,2.85691,2.89761,2.90168,2.90575,2.97086,3.13365,3.13365,3.13365,3.14586,3.21748,3.28870,3.36033,3.43196,3.50358,3.57480,3.64643,4.03223,4.41804,4.80384,5.18965,5.57545,5.90103,6.10451,6.51148,6.91844,7.73238,8.54631,8.95328
97,GNB,Guinea-Bissau,AG.LND.ARBL.ZS,Arable land (% of land area),8.35704,8.35704,8.35704,8.35704,8.35704,8.35704,8.71266,8.71266,8.71266,8.71266,8.71266,8.71266,8.89047,9.06828,9.06828,9.06828,9.06828,9.06828,9.06828,9.06828,9.13940,9.60171,9.95733,10.1351,10.3129,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686,10.6686
98,GUY,Guyana,AG.LND.ARBL.ZS,Arable land (% of land area),1.77927,1.77927,1.77927,1.77927,1.77927,1.80469,1.80469,1.80469,1.80469,1.83011,1.83011,1.83011,1.84027,1.84027,1.84912,1.99644,2.14376,2.29109,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.43841,2.28601,2.28601,2.28601,2.28601,2.28601,2.13360,2.13360,2.13360
99,HTI,Haiti,AG.LND.ARBL.ZS,Arable land (% of land area),32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,27.8665,27.8665,27.8665,27.8665,27.9390,27.9390,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,28.3019,29.0276,29.0276,29.0276,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560,32.6560
100,HND,Honduras,AG.LND.ARBL.ZS,Arable land (% of land area),11.5739,11.6632,11.7079,11.7347,11.7794,11.8331,11.8867,11.9046,11.8688,11.8867,11.9135,12.2263,12.3157,12.3693,12.6285,12.8519,13.4328,13.4418,13.3524,13.2630,13.2362,13.1915,13.1111,13.0843,13.0038,12.9681,12.8787,12.7894,12.9234,13.0664,13.3345,13.5401,15.0416,14.7466,14.2998,14.2998,13.5848,13.5848,13.1200,9.54509,9.54509,9.54509,9.54509,9.54509,9.54509,9.54509,9.54509
101,HKG,Hong Kong SAR China,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,HUN,Hungary,AG.LND.ARBL.ZS,Arable land (% of land area),57.6855,57.6761,57.7030,57.9029,58.0871,58.0491,57.9444,57.8620,57.7842,57.7128,57.6192,57.5414,57.5303,57.0079,56.9968,56.7871,56.3695,56.0854,56.0165,55.9115,55.9622,55.8349,55.8523,55.9301,56.0303,56.1081,56.1638,56.1923,56.2145,56.2368,56.2590,52.7651,52.8378,52.8489,53.4832,53.5388,53.6748,53.6637,53.6192,51.3501,51.3948,51.3948,51.2944,51.3055,51.3447,51.3001,51.2443
103,ISL,Iceland,AG.LND.ARBL.ZS,Arable land (% of land area),0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0698254,0.0698254,0.0698254,0.0698254,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0798005,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0598504,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254,0.0698254
104,IND,India,AG.LND.ARBL.ZS,Arable land (% of land area),52.4037,52.7043,52.9633,53.0514,53.2142,53.3400,53.7403,53.8378,53.8378,54.0026,53.6932,53.9690,54.3289,54.5643,54.8266,54.8868,54.9107,55.0369,54.9655,54.8081,54.7866,54.8821,54.7291,54.9168,54.8956,54.9074,54.9141,54.7594,54.8182,54.7520,54.6013,54.4768,54.4994,54.4836,54.4029,54.3191,54.3248,54.3302,54.1513,54.7281,53.9111,53.7921,53.7689,53.6293,53.5496,53.4107,53.3602
105,IDN,Indonesia,AG.LND.ARBL.ZS,Arable land (% of land area),9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.93613,9.94773,10.7641,11.1384,11.6860,11.6783,11.5149,11.1798,9.98085,9.99133,10.0073,9.45368,9.57291,9.90356,10.0465,10.3225,10.8746,11.3162,11.1506,11.0849,12.3683,13.6158,12.1144,12.1442,12.1442
106,IRN,Iran Islamic Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),9.19837,9.20451,9.21065,9.21679,9.22293,9.22907,9.24135,9.27205,9.28433,9.30275,9.56741,9.96408,10.3779,10.0519,9.73258,9.41328,9.19161,8.71450,9.32977,7.97089,8.32029,8.68319,8.84222,8.99573,9.14924,9.30275,9.45626,9.56679,9.45626,9.32732,10.2429,10.4197,10.6426,10.6457,10.6770,10.4983,10.1329,10.3386,10.0316,9.16398,9.73934,9.84250,9.94566,10.0488,10.1520,10.2551,10.3583
107,IRQ,Iraq,AG.LND.ARBL.ZS,Arable land (% of land area),10.5174,10.6317,10.7461,10.8604,10.9747,10.9747,11.0890,11.0890,11.0890,11.0844,11.0844,11.4320,11.4320,11.6606,11.6606,11.6606,11.6606,11.8893,12.0036,12.0036,12.0036,12.0036,12.0036,12.0036,12.0036,12.0036,12.0036,12.1179,12.5752,13.2611,13.6841,13.1925,12.5752,11.8893,12.2322,11.8893,12.2322,12.8038,12.5752,11.4320,11.6606,12.8038,12.5752,12.3465,12.5752,11.4320,11.8893
108,IRL,Ireland,AG.LND.ARBL.ZS,Arable land (% of land area),23.0803,22.7464,22.6593,22.1513,21.6577,20.7432,20.6706,20.2352,20.0465,19.9884,19.7852,19.3497,18.6239,18.1884,17.9126,17.5352,17.1723,16.8094,16.4465,16.0836,15.7207,15.3578,14.7627,15.1111,14.9369,14.6175,14.2256,14.9078,15.2707,15.1111,14.9369,14.5594,14.8498,14.7191,14.9514,15.3723,15.0240,15.7498,15.6191,15.6336,17.2449,17.0852,17.1578,17.4917,17.1868,16.7368,15.3869
